t_event_s,force_N,audio_rms_dbfs,audio_rms_linear,window_start_s,window_end_s
0.05,0.424,-20.19,0.097878,0.0,0.1
0.15,0.815,-20.91,0.090011,0.1,0.2
0.25,0.459,-20.55,0.093833,0.2,0.3
0.35,0.733,-20.83,0.09091,0.3,0.4
0.45,0.542,-20.24,0.097277,0.4,0.5
0.55,0.437,-21.52,0.08397,0.5,0.6
0.65,0.677,-21.76,0.081654,0.6,0.7
0.75,0.644,-21.73,0.081917,0.7,0.8
0.85,0.68,-21.92,0.080193,0.8,0.9
0.95,0.75,-21.81,0.081185,0.9,1.0
1.05,0.753,-21.76,0.081698,1.0,1.1
1.15,0.5,-21.61,0.083128,1.1,1.2
1.25,0.516,-21.43,0.08486,1.2,1.3
1.35,0.536,-21.2,0.087119,1.3,1.4
1.45,0.631,-18.89,0.113646,1.4,1.5
1.55,0.669,-18.53,0.118405,1.5,1.6
1.65,0.555,-19.09,0.11102,1.6,1.7
1.75,0.521,-18.68,0.116382,1.7,1.8
1.85,0.759,-18.66,0.116668,1.8,1.9
1.95,0.673,-19.98,0.100215,1.9,2.0
2.05,0.953,-21.7,0.082231,2.0,2.1
2.15,0.694,-22.48,0.075199,2.1,2.2
2.25,0.59,-23.43,0.067399,2.2,2.3
2.35,0.687,-23.45,0.067192,2.3,2.4
2.45,0.71,-21.22,0.086935,2.4,2.5
2.55,0.746,-18.95,0.112869,2.5,2.6
2.65,0.834,-18.55,0.118143,2.6,2.7
2.75,0.667,-18.57,0.117962,2.7,2.8
2.85,1.063,-19.29,0.108517,2.8,2.9
2.95,0.773,-16.29,0.153212,2.9,3.0
3.05,0.777,-18.01,0.125719,3.0,3.1
3.15,0.729,-19.93,0.100756,3.1,3.2
3.25,0.648,-20.72,0.092039,3.2,3.3
3.35,0.657,-20.89,0.090253,3.3,3.4
3.45,0.726,-21.08,0.088275,3.4,3.5
3.55,0.813,-21.66,0.082607,3.5,3.6
3.65,0.714,-22.44,0.075539,3.6,3.7
3.75,0.797,-23.67,0.065519,3.7,3.8
3.85,0.947,-23.18,0.069368,3.8,3.9
3.95,0.805,-23.43,0.067339,3.9,4.0
4.05,0.783,-23.13,0.069742,4.0,4.1
4.15,0.672,-22.48,0.075133,4.1,4.2
4.25,0.892,-22.8,0.072428,4.2,4.3
4.35,0.852,-23.02,0.070646,4.3,4.4
4.45,0.868,-22.11,0.078455,4.4,4.5
4.55,0.973,-22.33,0.076511,4.5,4.6
4.65,1.07,-20.55,0.093897,4.6,4.7
4.75,0.754,-19.74,0.103035,4.7,4.8
4.85,0.795,-21.26,0.086481,4.8,4.9
4.95,0.94,-20.76,0.091672,4.9,5.0
5.05,0.89,-21.44,0.084713,5.0,5.1
5.15,0.968,-21.4,0.085111,5.1,5.2
5.25,0.784,-21.17,0.087349,5.2,5.3
5.35,0.861,-20.07,0.099207,5.3,5.4
5.45,0.825,-20.56,0.093782,5.4,5.5
5.55,0.693,-19.96,0.10049,5.5,5.6
5.65,0.879,-20.85,0.090686,5.6,5.7
5.75,0.869,-21.14,0.087742,5.7,5.8
5.85,1.044,-20.52,0.094154,5.8,5.9
5.95,0.833,-20.54,0.093962,5.9,6.0
6.05,1.018,-19.68,0.103767,6.0,6.1
6.15,0.869,-19.79,0.102409,6.1,6.2
6.25,0.882,-20.67,0.09256,6.2,6.3
6.35,1.186,-19.95,0.100529,6.3,6.4
6.45,1.019,-20.59,0.093412,6.4,6.5
6.55,1.115,-20.47,0.094694,6.5,6.6
6.65,0.942,-19.9,0.101189,6.6,6.7
6.75,1.186,-19.8,0.10238,6.7,6.8
6.85,0.962,-19.54,0.105489,6.8,6.9
6.95,1.124,-18.7,0.116114,6.9,7.0
7.05,1.014,-17.9,0.127332,7.0,7.1
7.15,1.018,-16.88,0.143245,7.1,7.2
7.25,1.227,-15.82,0.161732,7.2,7.3
7.35,1.131,-14.63,0.185493,7.3,7.4
7.45,1.028,-13.11,0.221006,7.4,7.5
7.55,1.17,-14.1,0.197309,7.5,7.6
7.65,1.385,-15.1,0.175845,7.6,7.7
7.75,1.127,-15.15,0.174875,7.7,7.8
7.85,1.189,-15.27,0.172466,7.8,7.9
7.95,1.054,-14.56,0.187009,7.9,8.0
8.05,1.183,-13.21,0.21864,8.0,8.1
8.15,1.22,-10.65,0.293301,8.1,8.2
8.25,1.045,-8.66,0.369069,8.2,8.3
8.35,1.091,-8.88,0.359881,8.3,8.4
8.45,1.187,-10.32,0.304686,8.4,8.5
8.55,1.181,-10.52,0.298014,8.5,8.6
8.65,1.204,-10.54,0.297085,8.6,8.7
8.75,1.306,-11.91,0.253814,8.7,8.8
8.85,1.412,-10.96,0.283143,8.8,8.9
8.95,1.468,-10.76,0.289756,8.9,9.0
9.05,1.436,-11.69,0.260396,9.0,9.1
9.15,1.192,-14.99,0.177973,9.1,9.2
9.25,1.358,-15.45,0.168869,9.2,9.3
9.35,1.4,-15.99,0.158754,9.3,9.4
9.45,1.153,-14.95,0.178954,9.4,9.5
9.55,1.315,-13.95,0.200774,9.5,9.6
9.65,1.15,-14.2,0.194968,9.6,9.7
9.75,1.373,-15.34,0.171067,9.7,9.8
9.85,1.257,-14.62,0.185862,9.8,9.9
9.95,1.1,-13.36,0.214775,9.9,10.0
10.05,1.28,-12.66,0.232891,10.0,10.1
10.15,1.553,-13.42,0.213244,10.1,10.2
10.25,1.311,-13.1,0.22135,10.2,10.3
10.35,1.862,-13.69,0.206783,10.3,10.4
10.45,1.413,-14.37,0.191123,10.4,10.5
10.55,1.561,-16.63,0.147392,10.5,10.6
10.65,1.329,-15.99,0.15873,10.6,10.7
10.75,1.328,-16.5,0.149682,10.7,10.8
10.85,1.337,-16.83,0.144083,10.8,10.9
10.95,1.434,-16.67,0.146671,10.9,11.0
11.05,1.425,-16.79,0.144724,11.0,11.1
11.15,1.417,-16.4,0.151316,11.1,11.2
11.25,1.448,-15.52,0.16751,11.2,11.3
11.35,1.547,-16.44,0.150657,11.3,11.4
11.45,1.561,-15.68,0.16449,11.4,11.5
11.55,1.505,-14.71,0.183808,11.5,11.6
11.65,1.343,-15.3,0.171843,11.6,11.7
11.75,1.393,-14.86,0.180789,11.7,11.8
11.85,1.51,-15.31,0.171553,11.8,11.9
11.95,1.551,-15.5,0.167962,11.9,12.0
12.05,1.623,-15.63,0.165475,12.0,12.1
12.15,1.552,-15.96,0.159303,12.1,12.2
12.25,1.682,-15.89,0.160536,12.2,12.3
12.35,1.534,-15.96,0.159246,12.3,12.4
12.45,1.447,-16.26,0.153854,12.4,12.5
12.55,1.596,-16.39,0.15145,12.5,12.6
12.65,1.756,-16.32,0.152683,12.6,12.7
12.75,1.85,-16.19,0.154999,12.7,12.8
12.85,1.611,-15.59,0.166064,12.8,12.9
12.95,1.547,-15.43,0.16924,12.9,13.0
13.05,1.758,-15.6,0.166016,13.0,13.1
13.15,1.782,-15.57,0.166511,13.1,13.2
13.25,1.41,-16.14,0.155994,13.2,13.3
13.35,1.774,-16.34,0.152394,13.3,13.4
13.45,1.75,-16.98,0.14161,13.4,13.5
13.55,1.769,-16.56,0.148568,13.5,13.6
13.65,1.767,-15.92,0.160003,13.6,13.7
13.75,1.766,-15.17,0.174395,13.7,13.8
13.85,1.581,-14.51,0.188213,13.8,13.9
13.95,1.748,-14.94,0.179077,13.9,14.0
14.05,1.857,-14.93,0.179264,14.0,14.1
14.15,2.478,-14.89,0.180117,14.1,14.2
14.25,1.864,-14.79,0.182107,14.2,14.3
14.35,1.809,-14.45,0.189463,14.3,14.4
14.45,1.909,-14.41,0.190394,14.4,14.5
14.55,2.047,-15.06,0.17667,14.5,14.6
14.65,2.048,-14.81,0.181749,14.6,14.7
14.75,1.965,-14.58,0.186585,14.7,14.8
14.85,1.92,-14.52,0.187963,14.8,14.9
14.95,1.888,-15.0,0.177776,14.9,15.0
15.05,1.922,-14.7,0.183996,15.0,15.1
15.15,2.043,-15.05,0.176722,15.1,15.2
15.25,1.91,-15.36,0.170537,15.2,15.3
15.35,1.944,-15.48,0.168187,15.3,15.4
15.45,2.176,-15.65,0.165022,15.4,15.5
15.55,1.971,-15.39,0.16997,15.5,15.6
15.65,1.897,-15.58,0.166309,15.6,15.7
15.75,2.029,-15.58,0.166419,15.7,15.8
15.85,1.998,-15.12,0.175344,15.8,15.9
15.95,2.015,-14.99,0.178076,15.9,16.0
16.05,2.082,-15.18,0.174227,16.0,16.1
16.15,2.219,-15.6,0.165965,16.1,16.2
16.25,1.94,-15.32,0.171351,16.2,16.3
16.35,2.088,-15.06,0.176547,16.3,16.4
16.45,2.366,-14.58,0.186548,16.4,16.5
16.55,2.235,-15.09,0.175965,16.5,16.6
16.65,2.121,-15.25,0.172684,16.6,16.7
16.75,2.162,-15.45,0.168847,16.7,16.8
16.85,1.886,-15.41,0.169651,16.8,16.9
16.95,2.031,-15.22,0.173387,16.9,17.0
17.05,2.131,-15.77,0.162795,17.0,17.1
17.15,2.215,-15.83,0.161653,17.1,17.2
17.25,2.514,-16.1,0.156606,17.2,17.3
17.35,2.115,-16.22,0.154438,17.3,17.4
17.45,2.179,-16.13,0.156104,17.4,17.5
17.55,2.318,-15.96,0.159168,17.5,17.6
17.65,2.454,-16.02,0.158063,17.6,17.7
17.75,2.371,-15.43,0.169325,17.7,17.8
17.85,2.308,-14.61,0.185888,17.8,17.9
17.95,2.331,-14.54,0.187589,17.9,18.0
18.05,2.19,-14.63,0.185547,18.0,18.1
18.15,2.28,-15.4,0.169919,18.1,18.2
18.25,2.318,-15.27,0.17234,18.2,18.3
18.35,2.169,-15.38,0.170182,18.3,18.4
18.45,2.316,-15.45,0.168898,18.4,18.5
18.55,2.385,-15.2,0.17386,18.5,18.6
18.65,2.719,-14.86,0.180636,18.6,18.7
18.75,2.382,-14.87,0.180432,18.7,18.8
18.85,2.345,-14.69,0.184196,18.8,18.9
18.95,2.24,-14.29,0.193081,18.9,19.0
19.05,2.353,-14.1,0.197225,19.0,19.1
19.15,2.457,-14.11,0.197032,19.1,19.2
19.25,2.539,-13.96,0.200494,19.2,19.3
19.35,2.596,-13.67,0.207194,19.3,19.4
19.45,2.59,-13.74,0.205649,19.4,19.5
19.55,2.801,-13.69,0.206735,19.5,19.6
19.65,2.796,-13.67,0.207253,19.6,19.7
19.75,2.577,-13.85,0.203029,19.7,19.8
19.85,2.525,-13.92,0.201487,19.8,19.9
19.95,2.633,-14.02,0.199019,19.9,20.0
20.05,2.495,-13.94,0.200862,20.0,20.1
20.15,2.827,-13.89,0.201994,20.1,20.2
20.25,2.627,-14.1,0.197265,20.2,20.3
20.35,2.73,-13.82,0.203784,20.3,20.4
20.45,2.867,-13.83,0.203531,20.4,20.5
20.55,2.659,-13.5,0.211275,20.5,20.6
20.65,2.759,-13.31,0.215992,20.6,20.7
20.75,2.9,-12.71,0.231458,20.7,20.8
20.85,2.763,-12.21,0.245211,20.8,20.9
20.95,2.781,-12.31,0.242361,20.9,21.0
21.05,2.867,-12.3,0.242735,21.0,21.1
21.15,3.017,-12.18,0.245902,21.1,21.2
21.25,2.93,-12.0,0.25116,21.2,21.3
21.35,2.79,-12.2,0.24554,21.3,21.4
21.45,2.991,-12.25,0.243955,21.4,21.5
21.55,2.803,-12.05,0.249799,21.5,21.6
21.65,2.87,-11.92,0.253457,21.6,21.7
21.75,2.797,-11.97,0.252045,21.7,21.8
21.85,3.001,-11.91,0.253921,21.8,21.9
21.95,2.934,-11.91,0.25366,21.9,22.0
22.05,2.84,-11.94,0.25299,22.0,22.1
22.15,2.898,-12.07,0.249054,22.1,22.2
22.25,2.847,-12.49,0.237409,22.2,22.3
22.35,2.846,-12.66,0.232752,22.3,22.4
22.45,2.789,-12.49,0.237284,22.4,22.5
22.55,2.828,-12.4,0.239846,22.5,22.6
22.65,2.899,-12.47,0.237893,22.6,22.7
22.75,2.792,-13.02,0.223465,22.7,22.8
22.85,2.891,-12.74,0.230577,22.8,22.9
22.95,2.811,-12.5,0.237205,22.9,23.0
23.05,2.725,-12.28,0.243098,23.0,23.1
23.15,2.978,-12.29,0.242906,23.1,23.2
23.25,2.823,-12.67,0.232657,23.2,23.3
23.35,2.907,-12.57,0.235184,23.3,23.4
23.45,2.844,-12.37,0.240643,23.4,23.5
23.55,3.049,-12.07,0.249224,23.5,23.6
23.65,2.87,-12.67,0.232617,23.6,23.7
23.75,2.935,-13.0,0.223878,23.7,23.8
23.85,2.976,-12.63,0.233618,23.8,23.9
23.95,2.829,-12.18,0.245937,23.9,24.0
24.05,2.787,-12.29,0.242845,24.0,24.1
24.15,2.558,-12.16,0.246601,24.1,24.2
24.25,2.997,-12.05,0.249778,24.2,24.3
24.35,2.435,-12.07,0.249095,24.3,24.4
24.45,2.722,-12.15,0.246934,24.4,24.5
24.55,2.77,-12.15,0.246835,24.5,24.6
24.65,2.886,-12.17,0.246232,24.6,24.7
24.75,2.8,-12.18,0.245994,24.7,24.8
24.85,3.014,-12.04,0.250101,24.8,24.9
24.95,2.865,-12.07,0.249113,24.9,25.0
25.05,3.046,-12.49,0.237466,25.0,25.1
25.15,2.82,-12.54,0.235938,25.1,25.2
25.25,2.585,-12.6,0.234389,25.2,25.3
25.35,2.818,-12.35,0.241372,25.3,25.4
25.45,3.014,-12.26,0.243872,25.4,25.5
25.55,2.85,-12.17,0.246419,25.5,25.6
25.65,2.632,-12.27,0.243505,25.6,25.7
25.75,3.286,-12.02,0.250601,25.7,25.8
25.85,2.862,-12.38,0.240568,25.8,25.9
25.95,2.723,-12.29,0.24285,25.9,26.0
26.05,2.758,-12.02,0.250506,26.0,26.1
26.15,3.039,-12.61,0.234261,26.1,26.2
26.25,2.813,-12.6,0.23447,26.2,26.3
26.35,2.97,-12.76,0.230268,26.3,26.4
26.45,2.584,-12.44,0.238876,26.4,26.5
26.55,2.675,-12.36,0.24096,26.5,26.6
26.65,2.705,-13.13,0.220459,26.6,26.7
26.75,2.502,-12.98,0.224415,26.7,26.8
26.85,2.923,-12.64,0.233437,26.8,26.9
26.95,2.891,-12.41,0.239697,26.9,27.0
27.05,2.83,-12.54,0.235935,27.0,27.1
27.15,2.949,-12.19,0.245721,27.1,27.2
27.25,3.05,-12.08,0.248935,27.2,27.3
27.35,2.962,-12.26,0.243698,27.3,27.4
27.45,2.812,-12.05,0.249792,27.4,27.5
27.55,2.895,-11.94,0.253032,27.5,27.6
27.65,2.928,-12.09,0.248545,27.6,27.7
27.75,2.493,-12.97,0.2246,27.7,27.8
27.85,1.905,-17.01,0.141103,27.8,27.9
27.95,1.359,-16.61,0.147746,27.9,28.0
28.05,0.902,-14.52,0.187824,28.0,28.1
28.15,0.662,-21.09,0.088254,28.1,28.2
28.25,0.403,-21.42,0.084885,28.2,28.3
28.35,0.405,-18.74,0.115593,28.3,28.4
28.45,0.23,-20.26,0.097092,28.4,28.5
28.55,0.206,-22.19,0.077713,28.5,28.6
28.65,0.221,-22.18,0.077793,28.6,28.7
28.75,0.134,-20.49,0.094549,28.7,28.8
